Company,Field,Value,Source URL
Jazz Pharmaceuticals plc,Revenue,4267590000,https://investor.jazzpharma.com/news-releases/news-release-details/jazz-pharmaceuticals-announces-full-year-and-fourth-quarter-2025
Jazz Pharmaceuticals plc,Employees,2890,https://www.sec.gov/Archives/edgar/data/0001232524/000123252426000013/jazz-20251231.htm
Jazz Pharmaceuticals plc,Therapeutic Area,"Neuroscience, Oncology",https://www.jazzpharma.com/sites/jazzpharmaceuticals/files/2025-01/Jazz-Pharmaceuticals-Pipeline-Overview_January-2025.pdf
Jazz Pharmaceuticals plc,Key Products,"Xywav, Epidiolex, Zepzelca, Rylaze, Xyrem, Ziihera, Vyxeos, Defitelio",https://investor.jazzpharma.com/news-releases/news-release-details/jazz-pharmaceuticals-announces-full-year-and-fourth-quarter-2025
Jazz Pharmaceuticals plc,Website,https://www.jazzpharma.com,https://www.jazzpharma.com
Exelixis Inc.,Revenue,2320000000,https://ir.exelixis.com/news-releases/news-release-details/exelixis-announces-fourth-quarter-and-fiscal-year-2025-financial
Exelixis Inc.,Employees,1077,https://www.sec.gov/Archives/edgar/data/0000939767/000093976726000021/exel-20260102.htm
Exelixis Inc.,Therapeutic Area,Oncology,https://www.exelixis.com/innovating-rd/
Exelixis Inc.,Key Products,"CABOMETYX (cabozantinib tablets), COMETRIQ (cabozantinib capsules)",https://ir.exelixis.com/news-releases/news-release-details/exelixis-announces-fourth-quarter-and-fiscal-year-2025-financial
Exelixis Inc.,Website,https://www.exelixis.com,https://www.exelixis.com
Sarepta Therapeutics Inc.,Revenue,2198200000,https://investorrelations.sarepta.com/news-releases/news-release-details/sarepta-therapeutics-announces-fourth-quarter-and-full-year-2025
Sarepta Therapeutics Inc.,Employees,835,https://www.sec.gov/Archives/edgar/data/873303/000119312526084144/srpt-20251231.htm
Sarepta Therapeutics Inc.,Therapeutic Area,"Rare Neuromuscular Diseases (Duchenne Muscular Dystrophy, Limb-Girdle Muscular Dystrophies)",https://www.sarepta.com/products-pipeline/pipeline
Sarepta Therapeutics Inc.,Key Products,"EXONDYS 51, VYONDYS 53, AMONDYS 45, ELEVIDYS",https://www.sec.gov/Archives/edgar/data/0000873303/000119312526084144/srpt-20251231.htm
Sarepta Therapeutics Inc.,Website,https://www.sarepta.com,https://www.sarepta.com
BeOne Medicines Ltd. (formerly BeiGene Ltd.),Revenue,5343033000,https://www.sec.gov/Archives/edgar/data/0001651308/000162828026011946/bgne-20251231.htm
BeOne Medicines Ltd. (formerly BeiGene Ltd.),Employees,12000,https://www.sec.gov/Archives/edgar/data/0001651308/000162828026011946/bgne-20251231.htm
BeOne Medicines Ltd. (formerly BeiGene Ltd.),Therapeutic Area,"Oncology (Hematology, Solid Tumors)",https://beonemedicines.com/science/pipeline/
BeOne Medicines Ltd. (formerly BeiGene Ltd.),Key Products,"BRUKINSA (zanubrutinib), TEVIMBRA (tislelizumab)",https://beonemedicines.us/science/our-medicines/
BeOne Medicines Ltd. (formerly BeiGene Ltd.),Website,https://www.beonemedicines.com,https://www.beonemedicines.com
"Samsung Bioepis Co., Ltd.",Revenue,1212000000,https://www.morningstar.com/news/business-wire/20260125609549/samsung-epis-holdings-reports-fourth-quarter-and-fiscal-year-2025-financial-results
"Samsung Bioepis Co., Ltd.",Employees,1274,https://www.reveliolabs.com/companies/samsung-bioepis/employees/
"Samsung Bioepis Co., Ltd.",Therapeutic Area,"Immunology, Oncology, Ophthalmology, Hematology, Nephrology, Endocrinology",https://www.businesswire.com/news/home/20251030908044/en/Newly-Established-Samsung-Epis-Holdings-to-Drive-Growth-for-Samsung-Bioepis-and-a-New-Subsidiary
"Samsung Bioepis Co., Ltd.",Key Products,"BENEPALI, FLIXABI, IMRALDI, ONTRUZANT, HADLIMA, BYOOVIZ, OPUVIZ, PYZCHIVA, EPYSQLI",https://drugstorenews.com/samsung-bioepis-plans-secure-20-biosimilars-2030
"Samsung Bioepis Co., Ltd.",Website,https://www.samsungbioepis.com,https://www.samsungbioepis.com
Dr. Reddy's Laboratories Ltd.,Revenue,3810000000,https://www.sec.gov/Archives/edgar/data/0001135951/000157587225000327/rdy0748_ex99-2.htm
Dr. Reddy's Laboratories Ltd.,Employees,27811,https://stockanalysis.com/stocks/rdy/employees/
Dr. Reddy's Laboratories Ltd.,Therapeutic Area,"Gastrointestinal, Cardiovascular, Diabetology, Oncology, Pain Management, Dermatology",https://www.sec.gov/Archives/edgar/data/0001135951/000157587225000393/rdy-20250331.htm
Dr. Reddy's Laboratories Ltd.,Key Products,"Generics, Biosimilars, APIs, Branded Generics (Nise, Omez, Ciprolet, Enam, Stamlo), NRT Consumer Healthcare",https://www.sec.gov/Archives/edgar/data/0001135951/000157587225000327/rdy0748_ex99-2.htm
Dr. Reddy's Laboratories Ltd.,Website,https://www.drreddys.com,https://www.drreddys.com
Cipla Limited,Revenue,3212000000,https://www.cipla.com/sites/default/files/signed-Financial-Results-13052025-signed.pdf
Cipla Limited,Employees,25916,https://tracxn.com/d/legal-entities/india/cipla-limited/__ANXQ44MbPuE53tJZ2sq_P9FCC6VZUQsfmC7FxJGxBNw#about
Cipla Limited,Therapeutic Area,"Respiratory, Anti-retroviral, Cardiology, Oncology, Anti-infective, CNS, Urology, Dermatology, Diabetology, Ophthalmology",https://www.cipla.com/sites/default/files/Cipla_Q4FY25%20Press%20Release_3.pdf
Cipla Limited,Key Products,"Generic Albuterol, Generic Lenalidomide, Generic Lanreotide, ARV Portfolio, Nanopaclitaxel",https://www.cipla.com/sites/default/files/CiplaLtd-Earnings-May13-2025.pdf
Cipla Limited,Website,https://www.cipla.com,https://www.cipla.com
Lupin Limited,Revenue,2613000000,https://www.lupin.com/media/press-releases/lupin-fy2025-results
Lupin Limited,Employees,24006,https://www.lupin.com/wp-content/uploads/2025/07/integrated-report-consolidated.pdf
Lupin Limited,Therapeutic Area,"Cardiovascular, Diabetes, Respiratory, CNS, GI, Dermatology, Ophthalmology, Gynaecology, Anti-infectives",https://www.lupin.com/esg-report/financial-capital.php
Lupin Limited,Key Products,"Generic Formulations (US Portfolio), Spiriva Generic, Albuterol Inhaler Generic, Biosimilars, Humulin (India), API Portfolio",https://www.lupin.com/media/press-releases/lupin-fy2025-results
Lupin Limited,Website,https://www.lupin.com,https://www.lupin.com
Aurobindo Pharma Limited,Revenue,3754000000,https://www.aurobindo.com/api/uploads/resultsannouncement/LtrToSEsPressRelease26052025.pdf
Aurobindo Pharma Limited,Employees,27707,https://nsearchives.nseindia.com/corporate/AUROPHARMA_14082025154837_LtrToSEsBRSR1482025.pdf
Aurobindo Pharma Limited,Therapeutic Area,"Anti-infectives, CNS, Cardiovascular, ARV/HIV, Oncology (Biosimilars), Gastroenterology, Dermatology, APIs",https://www.aurobindo.com/api/uploads/investorpresentations/InvestorPresentation_March2025.pdf
Aurobindo Pharma Limited,Key Products,"Generic Formulations, Biosimilars (pegfilgrastim, filgrastim, trastuzumab, bevacizumab), APIs, ARV Products",https://www.aurobindo.com/api/uploads/resultsannouncement/LtrToSEsInvestorPresentation05112025.pdf
Aurobindo Pharma Limited,Website,https://www.aurobindo.com,https://www.aurobindo.com
Zydus Lifesciences Limited,Revenue,3213000000,https://zyduslife.com/investor/admin/uploads/21/83/Zydus-Lifesciences-Q4FY25-result.pdf
Zydus Lifesciences Limited,Employees,27917,https://stockanalysis.com/quote/nse/ZYDUSLIFE/employees/
Zydus Lifesciences Limited,Therapeutic Area,"Cardiology, Metabolic/Diabetes, Gastroenterology, CNS, Women Healthcare, Nephrology, Oncology, Biosimilars",https://www.zyduslife.com/investor/admin/uploads/21/83/Zydus-Lifesciences-Limited-Financial-Performance-for-Q3-FY25--Revenue-from-operations-at-Rs--52-691-mn--up-17--YoY--Net-Profit-at-Rs--10-235-mn--up-30--YoY.pdf
Zydus Lifesciences Limited,Key Products,"Zituvia/Zituvio (sitagliptin), Bhava (bevacizumab biosimilar), ANYRA (aflibercept biosimilar), Saroglitazar, Desidustat, Usnoflast",https://zyduslife.com/investor/admin/uploads/21/83/Zydus-Lifesciences-Q4FY25-result.pdf
Zydus Lifesciences Limited,Website,https://www.zyduslife.com,https://www.zyduslife.com
Torrent Pharmaceuticals,Revenue,1379000000,https://www.torrentpharma.com/assets/Torrent_Pharma_Press_release_final_Q4_24_25_4201161339.pdf
Torrent Pharmaceuticals,Employees,20341,https://lodr-files.dhan.co/lodr-inputs/Company/INE685A01028/9276652ea0524aad.pdf
Torrent Pharmaceuticals,Therapeutic Area,"Cardiovascular, CNS, GI, Women Healthcare, VMN, Cosmo-Dermatology, Diabetology, Pain Management, Gynaecology, Oncology, Anti-Infective",https://www.torrentpharma.com
Torrent Pharmaceuticals,Key Products,"Shelcal, Tedibar, Unienzyme, Ahaglow, Chymoral, Nexpro, Nikoran, Dilzem, Listril, Domstal",https://www.torrentpharma.com/ourproducts/our-brands/
Torrent Pharmaceuticals,Website,https://www.torrentpharma.com,https://www.torrentpharma.com
Alkem Laboratories,Revenue,1540000000,https://admin.alkemlabs.com/uploads/Q4_FY_25_Results_Press_Release_and_PPT_62ded68619.pdf
Alkem Laboratories,Employees,19286,https://tracxn.com/d/legal-entities/india/alkem-laboratories-limited/__gDPS40cuxKcpkFGYgD36Ue65TD2Su6ib8fy31Z28R8M
Alkem Laboratories,Therapeutic Area,"Anti-Infective, Gastroenterology, Pain Relief/Analgesic, Anti-Diabetic, Cardiology, Dermatology, Neurology/CNS, Vitamins Minerals & Nutrition, Oncology, Ophthalmology, Gynaecology, Respiratory",https://www.alkemlabs.com/our-offerings/rx-products
Alkem Laboratories,Key Products,"Clavam, Pan, Pan-D, Taxim-O, Cytomab, Advamab, Hersima, Clindac-A, Melbild",https://www.alkemlabs.com/investors/digital-annual-report-2023-24/about-alkem-laboratories.html
Alkem Laboratories,Website,https://www.alkemlabs.com,https://www.alkemlabs.com
Mankind Pharma,Revenue,1462000000,https://www.mankindpharma.com/wp-content/uploads/2025/05/financials_q4fy25.pdf
Mankind Pharma,Employees,19532,https://tracxn.com/d/legal-entities/india/mankind-pharma-limited/__4CRiK9sTkdaQDvfQHdpgqGRXOYYrTamYjL3ioYA9K5M
Mankind Pharma,Therapeutic Area,"Anti-Infectives, Cardiovascular, Gastrointestinal, Anti-Diabetic, Neuro/CNS, VMN, Respiratory, Gynaecology, Dermatology, Oncology, Urology",https://www.mankindpharma.com/products/
Mankind Pharma,Key Products,"Moxikind CV, Zenflox, Prega News, Manforce, Unwanted-72, Dydroboon, Amlokind, Telmikind, Glimestar, Nurokind",https://www.mankindpharma.com/products/
Mankind Pharma,Website,https://www.mankindpharma.com,https://www.mankindpharma.com
Glenmark Pharmaceuticals,Revenue,1577000000,https://glenmark.b-cdn.net/gpl_pdfs/media/Press_Release_Glenmark_Pharmaceuticals_Q4_Results.pdf
Glenmark Pharmaceuticals,Employees,15800,https://glenmarkpharma.com/gpl_pdfs/media_library/Glenmark%20Pharmaceuticals%20Ltd%20AR%202024-25%20R2%20L.pdf
Glenmark Pharmaceuticals,Therapeutic Area,"Respiratory, Dermatology, Oncology, Cardiac, Diabetes, Anti-Infectives",https://glenmark.b-cdn.net/gpl_pdfs/media/Press_Release_Glenmark_Pharmaceuticals_Q4_Results.pdf
Glenmark Pharmaceuticals,Key Products,"RYALTRIS, Envafolimab, Zanubrutinib, Clindac-A, Candid, Ascoril, Telma, Zita-Met",https://glenmarkpharma.com/gpl_pdfs/investors/reports_presentations/GPL_Annual_Report_2324a.pdf
Glenmark Pharmaceuticals,Website,https://www.glenmarkpharma.com,https://www.glenmarkpharma.com
